category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievanceswithgoodrating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airport,Bhatinda,"Seating / Waiting Area",1,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airport,Bhatinda,"Staff / Crew behavoiur",1,1,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bhatinda,"Taxi / Parking",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airport,Bhavnagar,"Staff / Crew behavoiur",2,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Bhopal,"Air Conditioning / Maintenance",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bhopal,"Staff / Crew behavoiur",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Calicut,"Signages / Flight Display",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Chennai,Other,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Delhi,"Retail Shops / Food &amp; Beverage",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Dibrugarh,"Seating / Waiting Area",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Goa,"Air Conditioning / Maintenance",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kochi,Other,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kochi,"Retail Shops / Food &amp; Beverage",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kochi,"Staff / Crew behavoiur",4,0,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Kolkata,"Taxi / Parking",13,0,NA,NA,NA,1,4,0,2,2,0,0,0,0,0,0,2,13,11,2,2,0
Airport,Kolkata,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolkata,"Air Conditioning / Maintenance",5,0,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Kolkata,Cleanliness,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolkata,"Cleanliness / Hygiene",13,0,NA,NA,NA,4,8,0,1,0,0,0,1,0,0,0,2,13,13,0,0,0
Airport,Kolkata,Maintenance,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolkata,Other,22,1,NA,NA,NA,15,15,1,1,0,0,0,0,1,0,0,4,22,22,0,0,0
Airport,Kolkata,"Retail Shops / Food &amp; Beverage",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolkata,"Seating / Waiting Area",8,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,8,8,0,0,0
Airport,Kolkata,"Signages / Flight Display",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolkata,"Staff / Crew behavoiur",8,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airport,Kolkata,"Trolly / Ameniites / Buggy / Wifi",3,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Malda,"Taxi / Parking",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mumbai,"Staff / Crew behavoiur",3,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1
Airport,Mumbai,"Baggage / Lost &amp; Found ",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mumbai,"Cleanliness / Hygiene",2,0,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Airport,Mumbai,Other,27,0,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0
Airport,Mumbai,"Person With Disability",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mumbai,"Trolly / Ameniites / Buggy / Wifi",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mysore,"Baggage / Lost &amp; Found ",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mysore,"Person With Disability",1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mysore,"Taxi / Parking",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Thiruvananthapuram,"Cleanliness / Hygiene",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Thiruvananthapuram,"Staff / Crew behavoiur",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Aizwal,"Boarding Gate",2,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Aurangabad,"Boarding Gate",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Security,Bengaluru,"Boarding Gate",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Goa,"Terminal Entry",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Mangalore,"Boarding Gate",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Vadodara,"Boarding Gate",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Varanasi,"Security Check",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Vijayawada,"Security Check",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
